uidplot,PH_CACL2,CLASS_FIELD_FWSST,BAHA,DISP,FICA4,ILVO,IPSA,JURO,KOVI,LYLI2,MOCE2,OSRE,PAVI2,PHAU7,QUVI,SALA,SADE10,BORO5,SMRO,SOSE,SPPA,TORA2,PITA,TYAN,SCAM6,JUVI,SPAL,IVFR,LICA17,PLOD,SPCY,AVGE,BAMA5,BOFR,SYTE6,ACER,CLADI,CYPER,DICHA2,ELEOC,EUPAT,RUBUS,SABAL
5098,6.8,E2EM,0,8,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,2.2,0,0,0,0,0,0,0,0,0
5100,5.1,E2EM,0,0,0,0,0,72,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
5290,6.1,E2EM,0.22,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,4.1,E2EM,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0
5517,4.3,E2SS,0,0,0,0.2,1,0,0,0,0,0,0,0,5,0,0,0,0.4,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
5521,4.6,E2EM,0,0.04,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
3401,5.6,E2SS,1.62,0.8,0.2,8.2,0.2,17.22,0,0,3.4,0,0,0,5,0,0,0,0,0,29.42,0.24,5.64,0,0,15.02,0,2.22,0.1,0,0,0,0,0.02,0,0,4.02,0,0.04,0,0,0.06,0
3403,4.7,E2SS,0.28,0,0,2.8,0.06,0.2,0.04,0,50,0.08,5.02,0,0,0,0,0,0.04,0,0,28,0,0,0,0.26,0,0,0.04,0,0,0,0,0,0,0,16.4,0,0.08,0,0.14,3.8,0
3957,4.2,E2EM,0,52.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50.8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
4067,7.7,E2EM,0.02,13.22,0.02,0,0,1.02,0,0,1.2,0,0,0,0,0,44.6,0,0,0,20,0,0,0,0,0.22,0.8,3.8,2.02,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0
4394,8.1,E2EM,0,1.2,0,0,0,26.6,0,0,0,0,0,0,0,0,3.82,0,0,0,54,0,0,0,0,0,0.62,0.2,0.26,0,0,0,0,51,0,0,0,0,0,0,0,0,0
4541,5.4,E2EM,0,35,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543,6.1,E2EM,0.02,0.06,0,0,0,84,0,0,0,0,0,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,5.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773,6.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,7.8,E2EM,25.22,0.04,0,0,6.64,73,0,0.02,4.8,0,0,0,0,0,0,0,0.02,0,5.08,1.42,0,0,0,0.02,0,0.02,0.66,0,0,0,0,13.8,0,0,0,0,0,0.66,0,0.04,0
5147,5.4,E2EM,0,2.86,0,0,0,94,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0
5149,5.5,E2EM,0.06,46.2,0,0,0,4,0,0,0.6,0,0,0,0,0,0,0.84,0,0,37.8,1.04,0,0.02,75.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
5281,6,E2EM,0,2.6,0,0,0,35.2,0,0,0,0,0,0,0,0,0,0.42,0,0,24.6,0,0,0,0,0,5.22,12.04,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,5.2,E2EM,0.4,0.84,0,0.02,0.4,75.6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0.02,0
5295,5.7,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5551,4.6,E2SS,3.6,0.6,0,0.6,0.22,0,1.04,0,19.6,0,0.02,0,0,0,0,2.4,8.22,0,34.2,31.2,4.6,0,0,9.8,0,1.22,0,9.8,0,0,0,0,0,0,0,0.2,0.02,0,0.4,1.8,0
5555,6.2,E2EM,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,59.6,0,0,0,0,0,0,0,0,0
5566,4,E2EM,0,0,0,0,0,0,0,0,17,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,87.6,0,0,0,0,0,0
5582,5.4,E2EM,0,0.62,0,0,0.02,1.6,0,0.06,0,0,0,0,0,1.02,0,0.24,0,0,0,0,0,0.02,0.4,0,0.04,2.02,0.04,0,5.2,0,0,0,0,0,0,0,0,5,0,0,0
5586,5,E2EM,0,1.22,0,0,0,82.6,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,11.82,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0
5590,5.4,E2EM,6.02,0,0,0,0,19.82,0,0,0,0,0,0,0,0,0,10.2,0,0,8.22,0,0,0,0,0,3.02,0,0,0,38,0,0,0,0,0,0.22,0,0,0,0,0,0
5591,5.3,E2EM,0.1,52.8,0,0,0,0,0.08,0,0.26,0,0,0,0,0,0,0.02,0,0,30.02,4.02,0,12.2,0,0,0,1.82,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5592,6.9,E2EM,0,1.02,0,0,0,91.4,0,0,0,0,0,1.42,0,0,0,0.82,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,4.8,E2EM,0,3.44,0,0,0,80.02,0,0,0,0,0,18.4,0,0,0,0.02,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,5.1,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,41,0,0,0,0,0,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,4.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,82.8,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,5,E2EM,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,2.46,0.02,0,0,0,0,49.62,27.62,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,4.5,E2EM,0,1.4,0,0,0,0,0,0,0,0,0,0.22,0,0,0.24,0,0,0,6,0,0,0,0,0,74,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,5.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,45.2,0,0,0,0,0,51,0,0,0.22,0,0,0,0,0.02,0,0,0,0,0,0,0,0
5162,4.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0.84,0,0,0,0,0,58.6,19.2,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,6.6,E2EM,0.8,28.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.2,8.02,0,0,0,0,0.4,32.02,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,4.6,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,3.9,E2EM,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,20.6,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0.46,0,0,0,0,0.2,0,0,0
5166,3.7,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.2,0,0,0,0,0,63.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,7,E2EM,0,19.04,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,7.8,0,0,0,0,0,65.6,3.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,4.9,E2EM,15.02,51.2,0,0,0,0,0,0,0,0,5.4,3.6,0,0,0.06,0.06,0.2,0.02,10.02,0.02,0,0,0,0.02,0,5.4,0.02,0.04,3.22,0,0,0,0.04,0,0.22,0,0,0,0,0,0
5169,3.8,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,3.9,E2EM,0,8,0,0,0,0,0,0,0,0,0,0.04,0,0,0.08,0.02,0,0,59.4,0,0,0,0,0,28.42,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
5172,3.3,E2EM,0,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,48.8,0,0,0,0,0,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,4.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,88.8,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,4.8,E2EM,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,48,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,5.2,E2EM,0,0.62,0,0,0,0,0,0,0,0,0,29.4,0,0,0.1,0,0,0.02,0.64,0,0,0,0,0,59.4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4465,3.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,66.4,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4466,4.2,E2EM,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.8,0,0,0,0,0,94.2,0,0.08,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0
4468,3.8,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,6.2,0,0,0,0,0,88.8,0,2.62,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
4473,3.8,E2EM,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,10.42,0,0,0,0,0,62,0,0.46,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
2611,5.2,E2EM,0,12.2,0,0,0,34,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,58,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
2750,4.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,3.2,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,6.8,E2EM,0,24.4,0,0,0,12.4,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0
2792,6.7,E2EM,0,3,0,0,0,4.4,0,0,0,0,0,0,0,0,21.4,0,0,0,8,0,0,0,0,1,0,3,0.4,0,0,0,0,34,0,0,0,0,0,0,0,0,0
3275,6.2,E2SS,0,34,12,0,0,33,0,0,0,0,0,0,0,0,5.6,0,0,1,0,0,0,0,0,2.4,0,14.2,2.8,0,0,0,0.6,7.4,0,0,0,0,0,0,0,0,3
3358,5.2,E2EM,1,40,0.2,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0.4,0,0,0,0,0,2.6,17,3,4.8,0,0,0,13.8,10,0,0,0,0,0,0,0,0,0
3404,7.1,E2EM,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,0,0,0,1.4,0,0,0,0,1,72,0.2,0.2,0,0,0,0.4,3,0,0,0,0,0,0,0,0,0
3405,7.5,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,6.6,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,7.7,E2EM,0,13.6,2,0,0,64,0,0,2,0,0,0.2,0,0,1.2,0,0,0,0,0,0,0,0,0.2,2,0.6,2.4,0,0,0,0,51,0,0,0,0,0,0,0,0,0
3679,4.5,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,7.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,3.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,3.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,6.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,3.7,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,7.9,E2EM,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5128,6.5,E2EM,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,7.7,E2SS,0,2,0,0,0,0,0,0,0,0,0,1.2,0,0,0.2,1,0,0,0,0,0,0,0,0,51,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,3.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,6.3,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,6.2,E2EM,0,0,0,0,0,8,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,1.6,1.8,4,0.2,0,0,0,0,23,0,0,0,0,0,0,0,0,0
5206,3.3,E2EM,0,0,0,0,0,0.4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,73.4,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
5216,4.8,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,3.5,E2EM,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,71,1,0.6,0,0,0,2,17,0,0,0,0,0,0,0,0,0
5250,7.2,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,6.5,E2SS,1.2,0.4,0,0,0,40,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,29,4,1.4,0,0,0,0,6,0,0,0,0,0,0.4,0,0,0
5269,6.4,E2EM,0,7.4,0,0,0,35,0,0,0,0,0,0,0.2,0,25,0,0,0,0,0,0,0,0,4,5,7.4,3.2,0,0,0,26,52,0,0,0,0,0,0,0,0,0
5340,7.1,E2SS,4,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,11.42,7,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4,1.4
3340,8,E2SS,0,30,0.02,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,46,0,0,0,0,0,0,0,0,0
3570,7.7,E2EM,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,38.7,0,0,0,7.8,0,0,0,0,0,38.6,7.02,0,0,0,0,0.04,0.9,4.22,0,0,0,0,0,0,0,0
3572,7.5,E2SS,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.02,8.2,0,0,0,0,0,0,0,0,0
3573,6.8,E2SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.24,0,0,0,0,0,0,0,0,0
3663,7.6,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,7.6,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0
3792,6.5,E2EM,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,7.5,E2SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.46,0,0,0,0,0,0,0,18.2,0,0,0,0,0.8,12.42,0,0,0,0,0,0,0,0.02,0
3893,6.1,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,77.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,7.5,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.02,0,0,0,0,0,0,0,0,0,0
3895,7.1,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,85,5.2,0,0,0,0,0,0,0,0,0,0
3896,5.4,E2EM,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,60,0,0,0,0,0,17.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
4056,7.6,E2EM,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,26.6,1.4,0,0,0,0,0,0,0,0,0
4058,3.7,E2EM,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,59,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,6,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,3.6,E2EM,0,14.8,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,96,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,5,E2EM,0,16,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.02,0,0,99.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
4445,6.8,E2EM,0,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,81.6,1.02,0.4,0,0,0,0,0,0,0,0
4739,8.2,E2EM,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
4794,7.2,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0
5714,7.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2,0,0,0,0,0,0,0,0,0
5716,6.4,E2EM,0,8,0,0,0.02,0,0,0.2,0,0,0,0,0,0,0,0,0,0.02,47,0,0,0,61,0,0,2.2,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0
5717,7.5,E2EM,0.2,2.6,0,0,0,13,0,0.1,0,0,0,0,0,0,0,0.22,0,0,3.5,0,0,0,0,0,0,17.42,0,0,0,0,0,8.42,0,0,0,0,0,0,0,0,0.2
5718,7.4,E2EM,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,48.04,0,0,0,0,0,42.8,0,0,0,0,0,0,0,0,0,0
5719,6.6,E2SS,0,0.02,0,0,1.06,0,0,0,0,0,0,0,0,1.8,0,66,0,3.22,0,0,0,4.2,0,0,0,34,0,0,0,0,0,0,27,0,0,0,0,0.02,0,0,0
5722,5.8,E2SS,1,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,1.2,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.12,0.02,0,6.4,17.32,0
5723,7.5,E2EM,6.4,0.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,2.02,0,0,0,0,0,0,15,0,0.02,0,0,0,0.62,0,0,0,0,0,0,0,0.02,0.02
5724,6.8,E2SS,0.04,0.02,0,0,0.28,0,0.26,0,0,0,0,63,0,0,0,0,0,20,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2.02,0,0,0,0,0.02,0,0,0
5725,6.6,E2SS,12.2,0,0,12.4,0,0,0.14,0,0.2,0,0,0.6,0,0,0,0,0,1.84,15,0.02,0,0,0,0,0,33.02,0,0,0,0,0.02,0.18,0,0,0,0,0,0,0,4.62,0
5726,7.8,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,0,0
5733,7.1,E2SS,0,0.02,0,0,4.44,0.02,0,0,0,0,0,7.6,0,0.02,0,0,0,9,0,0,0,7.02,0,0,0,18.6,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0
5734,5.6,E2EM,0,10.4,0,0,0,1.2,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
5735,8,E2EM,0,0,0,0,0,0,0,0,0,0,0,14.24,0,0,5.02,0,0,0,0,0,0,0,0,0,0,17.2,0.3,0,0,0,31.92,3.6,0,0,0,0,0,0,0,0,0
5736,7.2,E2EM,0,0,0,0,0.1,0,0.04,0,0,0,0,2.42,0,0.02,0,0,0,11.6,0,0,0,0,0,0,0,27.6,0,0.02,0,0,0,0,4.08,0,0,0,0,0.2,0,0,0
5737,8,E2EM,0,34,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20.42,3.62,0.04,0,0,0,0,0,0,0,0
5738,6.4,E2EM,0,0,0,0,2.44,0,0,0.12,0,0,0,21.2,0,0.02,0,41,0,2.1,0.02,0,0,0,0,0,0.04,19.4,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0
3317,4.8,E2EM,0,9.2,0,0,0,0.6,0,0,0,0,0,12,0,3.82,0,0,0,0,50.4,0,0,36.8,33.8,0,1.2,0,0,0,3,0,0,0,0,0,0,0,0,3.02,0,0,0
3339,5.3,E2EM,1.4,37,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,1.6,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,4.3,E2SS,7.02,0,0,0,0,0,0,0,16,0,0,4.6,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6.4,0
3409,0,E2SS,0,0,0,0,0,0,0,0,45.2,0,0,0,0,0,0,0,0,0,0,3.8,3,0,0,0,0,0,0,0,40.2,0,0,0,0,29.2,0,0,0,0,0,0.8,0
3411,4.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,54,3.42,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
3436,3.7,E2EM,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,3.7,E2SS,0.4,11.4,0,0,0,0,0,0,2,0,0.2,5,0,0,0,0.4,0.6,0,30,0.4,2.6,0,0,3.4,18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,3.9,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,4.6,E2SS,0,0,0,0,0,0,0,0,29,0.6,0.4,0,19,0,0,0,24,0,0,1.04,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.6,0,0.6,0.24,0
3860,5.9,E2EM,1.4,24.02,0,0,0,0,0,0,0,0,0,69.2,0,0,0.02,0,0,0,6,0.2,0,0,0,0.6,0.6,4.4,0.02,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,4.4,E2SS,0,0,0,0,0,0,0,0,37,0.04,48,0,0,0,0,0,0.6,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0.02,0
3862,4.9,E2SS,3,2,0.2,0,0,0,0,0,18,0,5,0,0,0,0,0.02,0.2,1.8,57,0.2,5,0,0,5.6,15,17,0.8,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0
3863,5.9,E2SS,1.4,1,0,0,0,0,0,0,30,0,14.6,0,0,0,0,0.2,5.2,0.02,31,2.02,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
4386,4.3,E2SS,0.6,0,0,0,0,0,0,0,48,0,0,36,0,0,0,0,0.64,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,6.2,E2EM,0,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,0,0,0,0,0,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
